Name,Soundex,Frequency
Naggings,N252,1
naggington,N252,1
Naggs,N200,1
Nagle,N240,1
Nailard,N463,1
Nairn,N650,1
Naisbitt,N213,1
Nall,N400,1
Nalty,N430,1
Nancekivell,N522,1
Nanscawen,N525,1
Nanson,N525,1
Naphthen,N135,1
Napier,N160,1
Napper,N160,1
Napthen,N135,1
Napton,N135,1
Narramore,N656,1
Narroway,N600,1
Nathaniel,N354,1
Natress,N362,1
Nattrass,N362,1
Nattress,N362,1
Naughton,N235,1
Naunton,N535,1
Neat,N300,1
Neblick,N142,1
Needam,N350,1
Needles,N342,1
Neel,N400,1
Neep,N100,1
Neeve,N100,1
Neguss,N220,1
Neil,N400,1
Neisland,N245,1
Nekerirs?,N266,1
Nelham,N450,1
Nell,N400,1
Nellis,N420,1
Nelmes,N452,1
Nesbit,N213,1
Nesbitt,N213,1
Nesham,N250,1
Nesling,N245,1
Ness,N200,1
Netherclift,N362,1
Nethercutt,N362,1
Nethersole,N362,1
Nevel,N140,1
Nevens,N152,1
Nevitt,N130,1
Newark,N620,1
Newbald,N143,1
Newbanks,N152,1
Newborn,N165,1
Newbury,N160,1
Newcomb,N251,1
Newcome,N250,1
Newdigate,N323,1
Newing,N520,1
Newis,N200,1
Newnam,N550,1
Newnes,N520,1
Newns,N520,1
Newsam,N250,1
Newsom,N250,1
Newth,N300,1
Nicholds,N243,1
Nickerson,N262,1
Nickles,N242,1
Nickolson,N242,1
Nicolls,N242,1
Niles,N420,1
Ninham,N550,1
Niven,N150,1
Noad,N300,1
Noak,N200,1
Nobes,N120,1
Nobles,N142,1
Noblet,N143,1
Noblett,N143,1
Nockall,N240,1
Nockles,N242,1
Nodder,N360,1
Noden,N350,1
Nodin,N350,1
Noel,N400,1
Nokes,N220,1
Noland,N453,1
Nolin,N450,1
Nonham,N550,1
Noone,N500,1
Norcliff,N624,1
Norcliffe,N624,1
Norcutt,N623,1
Norcutt?,N623,1
Norgrove,N626,1
Norie,N600,1
Norley,N640,1
Normansell,N655,1
Norn,N650,1
Norrish,N620,1
Norriss,N620,1
Northam,N635,1
Northcoat,N632,1
Northcot,N632,1
Northen?,N635,1
Northern,N636,1
Northrop,N636,1
Northwanger,N635,1
Northway,N630,1
Northwood,N633,1
Noscoe,N200,1
Notley,N340,1
Nottage,N320,1
Notten,N350,1
Nottingham,N352,1
Notton,N350,1
Novis,N120,1
Nowband,N153,1
Nowlen,N450,1
Nown,N500,1
Noy,N000,1
Nugent,N253,1
Nun,N500,1
Nuncarrow,N526,1
Nunns,N520,1
Nursey,N620,1
Nuske,N200,1
Nussey,N200,1
Nutburn,N316,1
Nutcher,N326,1
Nutchey,N320,1
Nuthall,N340,1
Nutkins,N325,1
Nutting,N352,1
Oades,O320,1
Oak,O200,1
Oakden,O235,1
Oakeley,O240,1
Oakey,O200,1
Oakford,O216,1
Oakland,O245,1
Oakshott,O230,1
Oaky,O200,1
Oaten,O350,1
Oaton,O350,1
Obee,O100,1
Oboe,O100,1
Obree,O160,1
OBurne,O165,1
Occleston,O242,1
Ocheltree,O243,1
Ockenden,O253,1
Ockleshaw,O242,1
Oclee,O240,1
OConnell,O254,1
Ocwell,O240,1
Odam,O350,1
Odams,O352,1
Oddie,O300,1
Odey,O300,1
Odgers,O326,1
Odle,O340,1
ODonovan,O351,1
ODwyer,O360,1
Offeley,O140,1
Officer,O126,1
Ofield,O143,1
Ogborn,O216,1
Ogilvie,O241,1
Ogilvy,O241,1
OHagan,O250,1
OHalloran,O465,1
OHanlon,O545,1
OHarra,O600,1
Oiley,O400,1
Oldach,O432,1
Oldacre,O432,1
Oldershaw,O436,1
Oldknow,O432,1
Oldridge,O436,1
Oldrieve,O436,1
OLeary,O460,1
Olerenshaw,O465,1
Oley,O400,1
Olivers,O416,1
Olivier,O416,1
Ollard,O463,1
Ollerenshaw,O465,1
Ollerton,O463,1
Olley,O400,1
Olliman,O455,1
Ollis,O420,1
OLoughlin,O424,1
OMaley,O540,1
OMalley,O540,1
Omand,O553,1
Omer,O560,1
Omston,O523,1
Onail,O540,1
ONeal,O540,1
Onillon,O545,1
Onley,O540,1
Onslow,O524,1
Oppy,O100,1
ORaffertey,O616,1
ORafferty,O616,1
Ordish,O632,1
Ore,O600,1
ORegan,O625,1
Oreherton,O663,1
Orick,O620,1
Oriel,O640,1
Ormes,O652,1
Ormisher,O652,1
Ormsby,O652,1
Orpe,O610,1
Orpet,O613,1
Orr,O600,1
Orrall,O640,1
Orrey,O600,1
Orrin,O650,1
Orriss,O620,1
Orrock,O620,1
Orry,O600,1
Orsborn,O621,1
Orsborne,O621,1
Orsbourn,O621,1
Osbon,O215,1
Osman,O255,1
Ostle,O234,1
Oswick,O220,1
Oswin,O250,1
Othen,O350,1
Otin?,O350,1
Otler,O346,1
Ottare,O360,1
Otter,O360,1
Otterburn,O361,1
Ottery,O360,1
Ottey,O300,1
Ottignon,O325,1
Otway,O300,1
Ough,O200,1
Ougham,O250,1
Outen,O350,1
Outlaw,O340,1
Outridge,O363,1
Outterside,O362,1
Ouzman,O255,1
Over,O160,1
Overall,O164,1
Overfield,O161,1
Overright,O162,1
Overs,O162,1
Oversby,O162,1
Ovington,O152,1
Owans,O520,1
Owers,O620,1
Oxlade,O243,1
Oxspring,O216,1
Oxworth,O263,1
Oxxee,O200,1
Pack,P200,1
Packman,P255,1
Packson,P250,1
Packwood,P230,1
Padbury,P316,1
Padden,P350,1
Paddock,P320,1
Padfield,P314,1
Padiham,P350,1
Padon,P350,1
Pady,P300,1
Paflin,P145,1
Pagan,P250,1
Paganetti,P253,1
Paginton,P253,1
Pailing,P452,1
Painting,P535,1
Painton,P535,1
Paisey,P200,1
Paishen,P250,1
Palfry,P416,1
Paling,P452,1
Palk,P420,1
Pallant,P453,1
Pallard,P463,1
Pallet,P430,1
Pallett,P430,1
Palliser,P426,1
Pallister,P423,1
Pammerter,P563,1
Pamphlett,P514,1
Pamphlin,P514,1
Pank,P520,1
Pannel,P540,1
Panter,P536,1
Panting,P535,1
Pantry,P536,1
Panzera,P526,1
Pappin,P150,1
Paragreen,P626,1
Paramore,P656,1
Parck,P620,1
Pardo,P630,1
Pardoe,P630,1
Pardon,P635,1
Pardy,P630,1
Paredine,P635,1
Pares,P620,1
Parfect,P612,1
Parfett,P613,1
Parfit,P613,1
Pargett,P623,1
Parham,P650,1
Paris,P620,1
Parkyn,P625,1
Parlaman,P645,1
Parlby,P641,1
Parmenter,P655,1
Parminter,P655,1
Parnacott,P652,1
Parnham,P655,1
Parrin,P650,1
Parris,P620,1
Parsel,P624,1
Parsloe,P624,1
Parsonage,P625,1
Partin,P635,1
Partis,P632,1
Parton,P635,1
Pasco,P200,1
Pash,P200,1
Pashler,P246,1
Passell,P240,1
Passells,P242,1
Patch,P320,1
Patchin,P325,1
Patching,P325,1
Patchitt,P323,1
Patefield,P314,1
Patience,P352,1
Patient,P353,1
Patman,P355,1
Patmore,P356,1
Patric,P362,1
Patsell,P324,1
Pattenden,P353,1
Patteson,P325,1
Pattin,P350,1
Patton,P350,1
Pattrick,P362,1
Patty,P300,1
Pauley,P400,1
Paulson,P425,1
Paunt,P530,1
Pavett,P130,1
Pavier,P160,1
Pavis,P120,1
Pawell,P400,1
Pawlett,P430,1
Pawley,P400,1
Pawsey,P200,1
Paxton,P235,1
Payler,P460,1
Paynter,P536,1
Peacey,P200,1
Peak,P200,1
Peaker,P260,1
Peal,P400,1
Pear,P600,1
Pearcehouse,P622,1
Pearcy,P620,1
Peardon,P635,1
Peare,P600,1
Pearkes,P622,1
Pearnall,P654,1
Peas,P200,1
Peascod,P230,1
Peasland,P245,1
Peate,P300,1
Peatman,P355,1
Peatry,P360,1
Peaty,P300,1
Peckburn,P216,1
Pedgry,P326,1
Pegden,P235,1
Peggs,P200,1
Pegler,P246,1
Pegram,P265,1
Peine,P500,1
Pelham,P450,1
Pellett,P430,1
Pellin,P450,1
Pelton,P435,1
Pemberth,P516,1
Pemperton,P516,1
Penaligan,P542,1
Pendal,P534,1
Pendleton,P534,1
Pendrey,P536,1
Pendrigh,P536,1
Pendrous,P536,1
Pendry,P536,1
Penelo,P540,1
Penery,P560,1
Penfond,P515,1
Penfoud,P513,1
Penfould,P514,1
Penfound,P515,1
Pengilley,P524,1
Penly,P540,1
Penna,P500,1
Penner,P560,1
Penniall,P540,1
Penning,P552,1
Pennock,P520,1
Penpraze,P516,1
Penrice,P562,1
Pentland,P534,1
Pentreath,P536,1
Penzerr,P526,1
Peover,P160,1
Pepler,P146,1
Peploe,P140,1
Peplow,P140,1
Peppercorn,P162,1
Pepperell,P164,1
Percey,P620,1
Percivall,P621,1
Perdeaux,P632,1
Perdew,P630,1
Perelli,P640,1
Peres,P620,1
Perfect,P612,1
Periam,P650,1
Perkin,P625,1
Perman,P655,1
Perraton,P635,1
Perratt,P630,1
Perrey,P600,1
Perrott,P630,1
Pert,P630,1
Pescoe,P200,1
Pesley,P240,1
Pestall,P234,1
Petchell,P324,1
Petchey,P320,1
Petfield,P314,1
Pethrick,P362,1
Petit,P330,1
Petley,P340,1
Pett,P300,1
Pettegriw,P326,1
Pettengell,P352,1
Petters,P362,1
Pettican,P325,1
Petticun,P325,1
Pettie,P300,1
Pettigrove,P326,1
Pettman,P355,1
Peveret,P163,1
Peveriall,P164,1
Peverill,P164,1
Peyton,P350,1
Pfisterer,P123,1
Pharoh,P600,1
Phear,P600,1
Pheasant,P253,1
Pheby,P100,1
Phelan,P450,1
Phelps,P412,1
Phenix,P520,1
Phepps,P120,1
Phethe?n,P350,1
Philben,P415,1
Philbey,P410,1
Philbrook,P416,1
Philippe,P410,1
Phillemore,P456,1
Phillott,P430,1
Phillpot,P413,1
Philpot,P413,1
Philps,P412,1
Phipp,P100,1
Phips,P120,1
Phypers,P162,1
Pibbles,P142,1
Piccaver,P216,1
Pickeral,P264,1
Pickerell,P264,1
Pickman,P255,1
Pickop,P210,1
Pickrell,P264,1
Pickron,P265,1
Pickstock,P232,1
Pickstones,P235,1
Pickter,P236,1
Picton,P235,1
Pidcock,P322,1
Piddell,P340,1
Pidduck,P320,1
Pierson,P625,1
Pierstone,P623,1
Piet,P300,1
Pigot,P230,1
Piker,P260,1
Pilch,P420,1
Pile,P400,1
Pilfold,P414,1
Pilkinton,P425,1
Pilley,P400,1
Pillinger,P452,1
Pilsbury,P421,1
Pilton,P435,1
Pimlett,P543,1
Pimlot,P543,1
Pimlott,P543,1
Pinegar,P526,1
Pinfold,P514,1
Pinn,P500,1
Pinnick,P520,1
Pinnock,P520,1
Pinwell,P540,1
Pippin,P150,1
Pirnwell,P654,1
Pirrie,P600,1
Pissey,P200,1
Pitchforth,P321,1
Pitfield,P314,1
Pitkin,P325,1
Pittam,P350,1
Pittendrygh,P353,1
Pittock,P320,1
Pizer,P260,1
Pizey,P200,1
Pizzey,P200,1
Plampin,P451,1
Plane,P450,1
Plank,P452,1
Plaskett,P423,1
Plaster,P423,1
Player,P460,1
Playle,P440,1
Pleace,P420,1
Pleavin,P415,1
Pledger,P432,1
Plenty,P453,1
Plester,P423,1
Plevens,P415,1
Plevin,P415,1
Plews,P420,1
Plimer,P456,1
Plimley,P454,1
Plimmer,P456,1
Plowright,P462,1
Pluck,P420,1
Pluckrose,P426,1
Plunket,P452,1
Pluret,P463,1
Plyming,P455,1
Pocklington,P245,1
Pocknell,P254,1
Poffley,P140,1
Pogmore,P256,1
Points,P532,1
Polain,P450,1
Poldon,P435,1
Poles,P420,1
Polhill,P440,1
Polini,P450,1
Polkinghorn,P425,1
Polkinhorn,P425,1
Pollington,P452,1
Polmere,P456,1
Pomeroy,P560,1
Pomory,P560,1
Ponder,P536,1
Poney,P500,1
Ponking,P525,1
Ponter,P536,1
Pooler,P460,1
Poolton,P435,1
Popay,P100,1
Popel,P140,1
Popham,P150,1
Popple,P140,1
Popplestone,P142,1
Porsison,P622,1
Portass,P632,1
Porton,P635,1
Portous,P632,1
Portwood,P633,1
Poskill,P240,1
Posnett,P253,1
Postgate,P232,1
Posting,P235,1
Postles,P234,1
Postlethwaite,P234,1
Potefield,P314,1
Poter,P360,1
Potlin,P345,1
Potten,P350,1
Potterill,P364,1
Potterton,P363,1
Potton,P350,1
Poulsom,P425,1
Poulston,P423,1
Pounder,P536,1
Pout,P300,1
Poutney,P350,1
Pover,P160,1
Powditch,P332,1
Powells,P420,1
Powis,P200,1
Powley,P400,1
Powning,P552,1
Powton,P350,1
Poxon,P250,1
Poye,P000,1
Poynter,P536,1
Poynton,P535,1
Poyntz,P532,1
Prada,P630,1
Prager,P626,1
Pragnell,P625,1
Pralshan,P642,1
Pranglen,P652,1
Prankard,P652,1
Pratchett,P632,1
Prater,P636,1
Preator,P636,1
Precious,P622,1
Preedy,P630,1
Presant,P625,1
Presdee,P623,1
Presland,P624,1
Prestell,P623,1
Prestion,P623,1
Prestney,P623,1
Prestwick,P623,1
Prew,P600,1
Prewett,P630,1
Priddey,P630,1
Pridgeon,P632,1
Pridham,P635,1
Priestman,P623,1
Prigg,P620,1
Prigge,P620,1
Prinall,P654,1
Prindalde,P653,1
Print,P653,1
Priseman,P625,1
Prisen,P625,1
Prisk,P620,1
Priske,P620,1
Prissick,P622,1
Pritchett,P632,1
Priter,P636,1
Prockter,P623,1
Prodham,P635,1
Pronger,P652,1
Properjohn,P616,1
Propert,P616,1
Prophet,P613,1
Pror,P660,1
Prothero,P636,1
Proudfoot,P631,1
Proudlock,P634,1
Prouse,P620,1
Prowton,P635,1
Prudamos,P635,1
Prudden,P635,1
Prudent,P635,1
Pruss,P620,1
Pryn,P650,1
Pryse,P620,1
Prytherch,P636,1
Puckle,P240,1
Puddefoot,P313,1
Puddick,P320,1
Pudsey,P320,1
Pulbrook,P416,1
Pulford,P416,1
Pullan,P450,1
Pullar,P460,1
Pulley,P400,1
Pulling,P452,1
Pullinger,P452,1
Pullman,P455,1
Pumfitt,P513,1
Pumford,P516,1
Pumphry,P516,1
Punter,P536,1
Punyard,P563,1
Puplett,P143,1
Purcey,P620,1
Purday,P630,1
Purdey,P630,1
Purdon,P635,1
Purdue,P630,1
Purkison,P622,1
Purrin,P650,1
Purrington,P652,1
Pursalove,P624,1
Purse,P620,1
Pursell,P624,1
Purslow,P624,1
Pursor,P626,1
Purssord,P626,1
Purton,P635,1
Putsey,P320,1
Putt,P300,1
Puttam,P350,1
Puxton,P235,1
Puyo,P000,1
Pybiern,P165,1
Pycott,P230,1
Pydgeley,P324,1
Pymon,P550,1
Pyne,P500,1
Pyrah,P600,1
Pywell,P400,1
Quail,Q400,1
Quait,Q300,1
Quanboury,Q516,1
Quance,Q520,1
Quarrell,Q640,1
Quarrill,Q640,1
Queenborough,Q516,1
Quiddington,Q352,1
Quilter,Q436,1
Quinby,Q510,1
Quincey,Q520,1
Quincy,Q520,1
Quine,Q500,1
Quinell,Q540,1
Quinhorn,Q565,1
Quinlan,Q545,1
Quinnel,Q540,1
Raban,R150,1
Rabbidge,R132,1
Rablin,R145,1
Rabone,R150,1
Radbourn,R316,1
Radcliff,R324,1
Raddall,R340,1
Raddick,R320,1
Radmore,R356,1
Radnall,R354,1
Raffaty,R130,1
Rafftry,R136,1
Ragg,R200,1
Raggott,R230,1
Raggs,R200,1
Rahilly,R400,1
Raikes,R220,1
Rail,R400,1
Raiment,R553,1
Rains,R520,1
Rainsbury,R521,1
Rainsford,R521,1
Rainsley,R524,1
Raistrick,R236,1
Rait,R300,1
Raitt,R300,1
Rake,R200,1
Ralphs,R412,1
Rames,R520,1
Ramford,R516,1
Rammell,R540,1
Ramos,R520,1
Ramplin,R514,1
Rampling,R514,1
Rampson,R512,1
Ramsal,R524,1
Ramsall,R524,1
Ramsbery,R521,1
Ramsbotham,R521,1
Ramscar,R526,1
RAmsdale,R523,1
Ramsdell,R523,1
Ramsel,R524,1
Ramshead,R523,1
Ramskill,R524,1
Ranby,R510,1
Rance,R520,1
Rancliffe,R524,1
Randals,R534,1
Randel,R534,1
Randerson,R536,1
Raney,R500,1
Rangdale,R523,1
Ranklin,R524,1
Rans,R520,1
Ransby,R521,1
Ranshaw,R520,1
Ransley,R524,1
Raphill,R140,1
Rapier,R160,1
Rapps,R120,1
Rashleigh,R242,1
Rashley,R240,1
Rassen,R250,1
Rastrick,R236,1
Ratchcliffe,R322,1
Ratchford,R321,1
Rathborne,R316,1
Rathmell,R354,1
Ratten,R350,1
Rattey,R300,1
Rattley,R340,1
Ravell,R140,1
Raward,R630,1
Rawbone,R150,1
Rawcliff,R241,1
Rawden,R350,1
Rawdens,R352,1
Rawlin,R450,1
Rawlingson,R452,1
Rawls,R420,1
Rawstron,R236,1
Rawthorn,R365,1
Raybould,R143,1
Raye,R000,1
Raymon,R550,1
Raynor,R560,1
Readfearn,R316,1
Readshaw,R320,1
Ready,R300,1
Reah,R000,1
Reaid,R300,1
Reana,R500,1
Reane,R500,1
Reardan,R635,1
Reardon,R635,1
Reaveley,R140,1
Reavenhill,R154,1
Reavett,R130,1
Reburn,R165,1
Redburn,R316,1
Redden,R350,1
Redding,R352,1
Redfin,R315,1
Redgard,R326,1
Redgate,R323,1
Redgewell,R324,1
Redit?,R330,1
Redler,R346,1
Redley,R340,1
Redmill,R354,1
Redmond,R355,1
Redrick,R362,1
Redsell,R324,1
Ree,R000,1
Reedman,R355,1
Reeds,R320,1
Reeks,R200,1
Reeman,R550,1
Reffold,R143,1
Regamey,R250,1
Regis,R220,1
Register,R223,1
Reilley,R400,1
Reilly,R400,1
Reisin,R250,1
Reitze,R320,1
Relf,R410,1
Relfe,R410,1
Remmington,R552,1
Remnant,R553,1
Render,R536,1
Rendles,R534,1
Renehan,R550,1
Renell,R540,1
Renew,R500,1
Reney,R500,1
Renfry,R516,1
Renison,R525,1
Rennell,R540,1
Renney,R500,1
Renold,R543,1
Renolds,R543,1
Reshton,R235,1
Rest??r,R236,1
Restall,R234,1
Retallick,R342,1
Revel,R140,1
Revill,R140,1
Reviston?,R123,1
Reynalt,R543,1
Reynch,R520,1
Rheinisch,R520,1
Rhind,R530,1
Rhoderic,R362,1
Rial,R400,1
Ribbons,R152,1
Riccards,R263,1
Richarson,R262,1
Richdale,R234,1
Richins,R252,1
Rickaby,R210,1
Rickers,R262,1
Rickman,R255,1
Ricks,R200,1
Rickson,R250,1
Ricktts,R232,1
Riddell,R340,1
Riddey,R300,1
Riddiford,R316,1
Ridding,R352,1
Riddiough,R320,1
Ride,R300,1
Ridgeon,R325,1
Ridgwell,R324,1
Ridgwick,R322,1
Ridings,R352,1
Ridout,R330,1
Ridyard,R363,1
Rigden,R235,1
Rigge,R200,1
Riggott,R230,1
Riland,R453,1
Rimell,R540,1
Riminton,R553,1
Rimme,R500,1
Rinder,R536,1
Ringer,R526,1
Ringwood,R523,1
Ripon,R150,1
Rippingall,R152,1
Risam,R250,1
Risby,R210,1
Riseborough,R216,1
Risebrook,R216,1
Riseham,R250,1
Ritter,R360,1
River,R160,1
Rivett,R130,1
Rixen,R250,1
Rixon,R250,1
Roadley,R340,1
Roake,R200,1
Rob,R100,1
Robarts,R163,1
Robberds,R163,1
Robe,R100,1
Robingson,R152,1
Robley,R140,1
Robottom,R135,1
Robshaw,R120,1
Robus,R120,1
Roche,R200,1
Rochey,R200,1
Rochford,R216,1
Rockey,R200,1
Rockley,R240,1
Rod,R300,1
Rodbard,R316,1
Rodborn,R316,1
Roddam,R350,1
Roddis,R320,1
Roddom,R350,1
Rodey,R300,1
Rodford,R316,1
Rodger,R326,1
Rodley,R340,1
Rodliff,R341,1
Rodney,R350,1
Roeburry,R160,1
Roes,R200,1
Rofe?,R100,1
Roff,R100,1
Roland,R453,1
Role,R400,1
Rolf,R410,1
Rolinson,R452,1
Rollaston,R423,1
Rolley,R400,1
Rollison,R425,1
Ronalds,R543,1
Ronaldson,R543,1
Roneham,R550,1
Rongeat,R523,1
Rookcroft,R261,1
Rookley,R240,1
Rooks,R200,1
Roose,R200,1
Rootham,R350,1
Rootkin,R325,1
Roots,R320,1
Roreson,R625,1
Rosbottom,R213,1
Rosbrook,R216,1
Roseaman,R255,1
Rosenberg,R251,1
Roseveare,R216,1
Rosewarn,R265,1
Rosewarne,R265,1
Rosewell,R240,1
Rosher,R260,1
Roskelly,R240,1
Rosling,R245,1
Rosseter,R236,1
Rossi,R200,1
Rostern,R236,1
Rotchell,R324,1
Rotherham,R365,1
Rothra,R360,1
Rougheley,R240,1
Roughley,R240,1
Roughton,R235,1
Rounce,R520,1
Rounsley,R524,1
Rourke,R620,1
Rousseau,R200,1
Rout,R300,1
Route,R300,1
Routen,R350,1
Rowan,R500,1
Rowbothan,R135,1
Rowcliffe,R241,1
Rowdon,R350,1
Rowett,R300,1
Rowledge,R432,1
Rowlett,R430,1
Rowney,R500,1
Roworth,R630,1
Rowsley,R240,1
Rowson,R250,1
Rowswell,R240,1
Royale,R400,1
Royes,R200,1
Royffe,R100,1
Roylance,R452,1
Royles,R420,1
Roystone,R235,1
Ruben,R150,1
Rubery,R160,1
Rucastle,R223,1
Ruck,R200,1
Rudd?orth,R363,1
Ruddell,R340,1
Ruder,R360,1
Rudlin,R345,1
Rudling,R345,1
Rudman,R355,1
Rue,R000,1
Ruebotham,R135,1
Ruel,R400,1
Ruffels,R142,1
Rugg,R200,1
Rugman,R255,1
Rumbelow,R514,1
Rumble,R514,1
Rumens,R552,1
Rumley,R540,1
Rummales,R542,1
Rummens,R552,1
Rumming,R552,1
Rumney,R500,1
Rumsey,R520,1
Rumsley,R524,1
Rumsly,R524,1
Runciman,R525,1
Runcivell,R521,1
Runham,R550,1
Runnacles,R524,1
Runton,R535,1
Rupain?,R150,1
Rusbridge,R216,1
Rusha,R200,1
Rusher,R260,1
Ruskin,R250,1
Russ,R200,1
Rusted,R233,1
Ruston,R235,1
Ruth,R300,1
Rutkin,R325,1
Rutley,R340,1
Ryans,R520,1
Rycraft,R261,1
Ryde,R300,1
Rydill,R340,1
Ryding,R352,1
Rylance,R452,1
Rylands,R453,1
Rylend,R453,1
Ryman,R550,1
Ryne,R500,1
Ryvie,R100,1
Sabatini,S135,1
Sabey,S100,1
Sadd,S300,1
Saddler,S346,1
Saggers,S262,1
Saggs,S200,1
Saghas,S220,1
Saich,S200,1
Sails,S420,1
Saint,S530,1
Salcomb,S425,1
Salkeld,S424,1
Sallaway,S400,1
Saltmarsh,S435,1
Salvi,S410,1
Samble,S514,1
Sambrook,S516,1
Sambrooks,S516,1
Sammons,S552,1
Samonelle,S554,1
Sampayo,S510,1
Sampford,S516,1
Samples,S514,1
Samuell,S540,1
Samuelson,S542,1
Samway,S500,1
Sanbach,S512,1
Sandal,S534,1
Sandalls,S534,1
Sandars,S536,1
Sanday,S530,1
Sandell,S534,1
Sandey,S530,1
Sandielands,S534,1
Sandifer,S531,1
Sandison,S532,1
Sandle,S534,1
Sandling,S534,1
Sandon,S535,1
Sandridge,S536,1
Sandwith,S533,1
Sandys,S532,1
Sangwin,S525,1
Saniger,S526,1
Sansam,S525,1
Sansome,S525,1
Santhouse,S532,1
Santley,S534,1
Santos,S532,1
Sape,S100,1
Sapstead,S123,1
Sarah,S600,1
Sarch,S620,1
Sard,S630,1
Sarda,S630,1
Sarge,S620,1
Sarginson,S625,1
Sargison,S622,1
Sarjant,S625,1
Sarjantson,S625,1
Sarrigow,S620,1
Sarsfield,S621,1
Sartin,S635,1
Satford,S316,1
Satterfield,S361,1
Satterley,S364,1
Saunt,S530,1
Saunter,S536,1
Savary,S160,1
Savidge,S132,1
Savoury,S160,1
Sawbridge,S163,1
Sawdon,S350,1
Sawdy,S300,1
Sawer,S600,1
Sawtell,S340,1
Saxty,S230,1
Saynor,S560,1
Scain,S250,1
Scale,S240,1
Scales,S242,1
Scamell,S254,1
Scammell,S254,1
Scane,S250,1
Scanes,S252,1
Scannell,S254,1
Scantlebury,S253,1
Scardon,S263,1
Scarfe,S261,1
Scarland,S264,1
Scarlet,S264,1
Scarlett,S264,1
Scarnell,S265,1
Scarry,S260,1
Scarth,S263,1
Scatchard,S232,1
Scatney,S235,1
Scattergood,S236,1
Sceells,S242,1
Schaffer,S216,1
Scharff,S261,1
Schleecher?,S242,1
Schlesinger,S242,1
Schlienger,S245,1
Schmidt,S253,1
Schneider,S253,1
Scholfield,S241,1
Scholler,S246,1
Schollick,S242,1
Scholthorpe,S243,1
Schone,S250,1
Schooling,S245,1
Schorling,S264,1
Schothorp,S236,1
Schutt,S230,1
Scilly,S240,1
Sclater,S243,1
Scobell,S214,1
Scoffham,S215,1
Scofield,S214,1
Scolton,S243,1
Scorrer,S266,1
Scorror,S266,1
Scotthorn,S236,1
Scourfeild,S261,1
Scourfield,S261,1
Scourse,S262,1
Scowen,S250,1
Scragg,S262,1
Screech,S262,1
Scribbens,S261,1
Scrimshaw,S265,1
Scrimshire,S265,1
Scrivan,S261,1
Scrivin,S261,1
Scroggs,S262,1
Scroob,S261,1
Scruse,S262,1
Scrutton,S263,1
Scully,S240,1
Sculthorpe,S243,1
Scutts,S232,1
Se[a]ward,S630,1
Seaborne,S165,1
Seabourne,S165,1
Seagar,S260,1
Seagrave,S261,1
Seagur,S260,1
Seakins,S252,1
Sealby,S410,1
Sealley,S400,1
Seally,S400,1
Seals,S420,1
Seamans,S552,1
Seapey,S100,1
Seapy,S100,1
Sear,S600,1
Seardison,S632,1
Seares,S620,1
Seargeant,S625,1
Sears,S620,1
Seary,S600,1
Seavers,S162,1
Seaward,S630,1
Seccull,S240,1
Seckerson,S262,1
Seckham,S250,1
Seddons,S352,1
Sedge,S320,1
Sedler,S346,1
Seear,S600,1
Seears,S620,1
Seekings,S252,1
Seeney,S500,1
Seer,S600,1
Segar,S260,1
Selbourne,S416,1
Selden,S435,1
Self,S410,1
Selles,S420,1
Selley,S400,1
Sellick,S420,1
Sellwood,S430,1
Selly,S400,1
Selman,S455,1
Selmes,S452,1
Selsley,S424,1
Selves,S412,1
Selway,S400,1
Semark,S562,1
Semido,S530,1
Semonin,S555,1
Semple,S514,1
Sendell,S534,1
Sentance,S535,1
Seoth,S300,1
Sephton,S135,1
Seppings,S152,1
Sergenson,S625,1
Sermont,S655,1
Serpell,S614,1
Servant,S615,1
Setchfield,S321,1
Seteary,S360,1
Setten,S350,1
Setterfield,S361,1
Sevell,S140,1
Sevewright,S162,1
Sevin,S150,1
Sewill,S400,1
Sexby,S210,1
Seyes,S200,1
Seymer,S560,1
Seys,S200,1
Shaboe,S100,1
Shaddock,S320,1
Shade,S300,1
Shadwell,S340,1
Shae,S000,1
Shaftoe,S130,1
Shail,S400,1
Shaile,S400,1
Shailer,S460,1
Shain,S500,1
Shakespere,S221,1
Shakleton,S243,1
Shallcrass,S426,1
Shallis,S420,1
Shambrook,S516,1
Shanan,S550,1
Shanessy,S520,1
Shankland,S524,1
Shanks,S520,1
Shanley,S540,1
Shann,S500,1
Shanon,S550,1
Shapland,S145,1
Sharco,S620,1
Shard,S630,1
Shardlow,S634,1
Sharer,S660,1
Sharkey,S620,1
Sharky,S620,1
Sharpel,S614,1
Sharpless,S614,1
Sharrocks,S620,1
Sharrood,S630,1
Sharrott,S630,1
Sharvell,S614,1
Sharwood,S630,1
Shattock,S320,1
Shave,S100,1
Shekley,S240,1
Shelbourn,S416,1
Shell,S400,1
Shelwell,S440,1
Shemield,S543,1
Shemilt,S543,1
Sheminant,S555,1
Shemmonds,S553,1
Sheowring,S652,1
Shepard,S163,1
Shepherdson,S163,1
Sheppeard,S163,1
Shereffs,S612,1
Shergel,S624,1
Shergould,S624,1
Sherliker,S642,1
Sherras,S620,1
Sherraton,S635,1
Sherreffs,S612,1
Shervil,S614,1
Sherwill,S640,1
Sheston,S235,1
Shettlewell,S344,1
Shew,S000,1
Shewell,S400,1
Shewing,S520,1
Shickle,S240,1
Shiels,S420,1
Shilcock,S422,1
