Name,Soundex,Frequency
Shildon,S435,1
Shildrick,S436,1
Shill,S400,1
Shillabeer,S416,1
Shilletoe,S430,1
Shilley,S400,1
Shillinge,S452,1
Shillingford,S452,1
Shillite,S430,1
Shilson,S425,1
Shilvock,S412,1
Shimmin,S550,1
Shingfield,S521,1
Shinkfield,S521,1
Shinton,S535,1
Shipham,S150,1
Shirt,S630,1
Shirtcliff,S632,1
Shirtcliffe,S632,1
Shirtliff,S634,1
Shky,S200,1
Shobrook,S162,1
Sholl,S400,1
Sholt,S430,1
Shone,S500,1
Shoobridge,S163,1
Shorer?,S660,1
Shorky?,S620,1
Shorney,S650,1
Shorthose,S632,1
Shorthouse,S632,1
Shortus,S632,1
Shotten,S350,1
Shotter,S360,1
Shotton,S350,1
Shove,S100,1
Showers,S620,1
Shows,S200,1
Shreehorne,S665,1
Shreeves,S612,1
Shrewsbury,S621,1
Shrieve,S610,1
Shrigley,S624,1
Shrives,S612,1
Shrowesbury,S621,1
Shrubshall,S612,1
Shuckford,S216,1
Shuffrey,S160,1
Shum,S500,1
Shurgold,S624,1
Shuter,S360,1
Sibson,S125,1
Sickelmore,S245,1
Sidaway,S300,1
Siday,S300,1
Siddel,S340,1
Siddeley,S340,1
Siddell,S340,1
Sidders,S362,1
Siddons,S352,1
Sideway,S300,1
Sidey,S300,1
Sidwell,S340,1
Sifton,S135,1
Siggers,S262,1
Sigley,S240,1
Silcox,S422,1
Silkstone,S423,1
Sill,S400,1
Sillet,S430,1
Sillett,S430,1
Silliter,S436,1
Silverlock,S416,1
Silversides,S416,1
Silverthorne,S416,1
Sim,S500,1
Simcock,S522,1
Sime,S500,1
Simkiss,S522,1
Simlett,S543,1
Simmer,S560,1
Simmerson,S562,1
Simner,S560,1
Simnet,S530,1
Simond,S553,1
Simper,S516,1
Simpkins,S512,1
Singer,S526,1
Single,S524,1
Sinnock,S520,1
Sippetts,S132,1
Sippit,S130,1
Sippitt,S130,1
Sircombe,S625,1
Sirl,S640,1
Sirling,S645,1
Sirman,S655,1
Sisam,S250,1
Sisley,S240,1
Sissison,S225,1
Sisson,S250,1
Sisterson,S236,1
Siter,S360,1
Sittley,S340,1
Sivers,S162,1
Sixton,S235,1
Size,S200,1
Sizer,S260,1
Skeats,S232,1
Skedge,S232,1
Skeel,S240,1
Skeeles,S242,1
Skegg,S220,1
Skeldon,S243,1
Skelleon,S245,1
Skelley,S240,1
Skellit,S243,1
Skells,S242,1
Skermer,S265,1
Skerratt,S263,1
Skerrett,S263,1
Skerrey,S260,1
Skerrott,S263,1
Skewis,S220,1
Skiffington,S215,1
Skikelthorpe,S224,1
Skilbeck,S241,1
Skilleter,S243,1
Skillett,S243,1
Skilton,S243,1
Skingle,S252,1
Skingley,S252,1
Skinley,S254,1
Skipp,S210,1
Skippon,S215,1
Skipsey,S212,1
Skirth,S263,1
Skitt,S230,1
Skittery,S236,1
Skuse,S220,1
Skyrme,S265,1
Slarks,S462,1
Slatterie,S436,1
Slattery,S436,1
Slattry,S436,1
Slaytor,S436,1
Sleaford,S416,1
Sleath,S430,1
Sleddon,S435,1
Slee,S400,1
Sleet,S430,1
Sleight,S423,1
Sleightholme,S423,1
Slewman,S455,1
Slip,S410,1
Sloey,S400,1
Sloman,S455,1
Sloper,S416,1
Slough,S420,1
Slow,S400,1
Slowgrove,S426,1
Sluggett,S423,1
Slyfield,S414,1
Slynn,S450,1
Smales,S542,1
Smallcomb,S542,1
Smalman,S545,1
Smalridge,S546,1
Smeathman,S535,1
Smeatten,S535,1
Smeeth,S530,1
Smeeton,S535,1
Smele,S540,1
Smelt,S543,1
Smerdon,S563,1
Smetheram,S536,1
Smett,S530,1
Smiddy,S530,1
Smiles,S542,1
Smirk,S562,1
Smirke,S562,1
Smirthwaite,S563,1
Smiter,S536,1
Smitheman,S535,1
Smither,S536,1
Smitherd,S536,1
Smitherman,S536,1
Smithurst,S536,1
Smitton,S535,1
Smocomb,S525,1
Smokem,S525,1
Smout,S530,1
Smuin,S550,1
Smurfoot,S561,1
Smythe,S530,1
Smythers,S536,1
Snakenberg,S525,1
Snale,S540,1
Snart,S563,1
Snazel,S524,1
Snellgrove,S542,1
Snitch,S532,1
Snodgrass,S532,1
Snowdon,S535,1
Snuggs,S520,1
Snushall,S524,1
Soaf,S100,1
Soames,S520,1
Soars,S620,1
Soden,S350,1
Soder,S360,1
Softley,S134,1
Softly,S134,1
Soley,S400,1
Solkhon,S425,1
Sollers,S462,1
Solley,S400,1
Solliss,S420,1
Solly,S400,1
Soloway,S400,1
Solsley,S424,1
Solter,S436,1
Solway,S400,1
Somers,S562,1
Somerset,S562,1
Somerville,S561,1
Sommerfield,S561,1
Sommers,S562,1
Sommerseales,S562,1
Sommerwill,S564,1
Sonchion,S525,1
Sones,S520,1
Sooley,S400,1
Sooris,S620,1
Sopp,S100,1
Sorge,S620,1
Sorrell,S640,1
Sorrill,S640,1
Sorry,S600,1
Sosby,S210,1
Sothran,S365,1
Soulby,S410,1
Soule,S400,1
Soutar,S360,1
Southan,S350,1
Southcott,S323,1
Southerden,S363,1
Southernwood,S365,1
Southeron,S365,1
Southgale,S324,1
Southorn,S365,1
Southren,S365,1
Southurd,S363,1
Southward,S363,1
Southwick,S320,1
Soutter,S360,1
Soward,S630,1
Sowells,S420,1
Sowen,S500,1
Sowray,S600,1
Spackman,S125,1
Spade,S130,1
Spalman,S145,1
Spalton,S143,1
Spanghe,S152,1
Spanton,S153,1
Spare,S160,1
Sparey,S160,1
Sparham,S165,1
Spark,S162,1
Sparke,S162,1
Sparkesman,S162,1
Sparkman,S162,1
Sparks,S162,1
Sparshott,S162,1
Sparvell,S161,1
Spashett,S123,1
Spaull,S140,1
Spaven,S115,1
Speake,S120,1
Speckeley,S124,1
Speckley,S124,1
Speechley,S124,1
Speedey,S130,1
Speers,S162,1
Speiser,S126,1
Spell,S140,1
Spenceley,S152,1
Spendlove,S153,1
Spesier,S126,1
Spicknett,S125,1
Spier,S160,1
Spikesman,S122,1
Spikins,S125,1
Spiller,S146,1
Spillett,S143,1
Spilsburry,S142,1
Spilsbury,S142,1
Spilsworth,S142,1
Spires,S162,1
Spirle,S164,1
Spittlehouse,S134,1
Spokes,S122,1
Sponage,S152,1
Spoors,S162,1
Sporer,S166,1
Spour,S160,1
Spracket,S162,1
Spracklan,S162,1
Sprackling,S162,1
Spray,S160,1
Spreckley,S162,1
Spredbury,S163,1
Spree,S160,1
Sprent,S165,1
Sprentall,S165,1
Springall,S165,1
Springthorp,S165,1
Sprintall,S165,1
Sproat,S163,1
Sproson,S162,1
Sprules,S164,1
Spurden,S163,1
Spurge,S162,1
Spurgeon,S162,1
Spurgin,S162,1
Spurway,S160,1
Spyby,S110,1
Spyr,S160,1
Squier,S260,1
Srigley,S624,1
Stabler,S314,1
Stableton,S314,1
Stackey,S320,1
Stacy,S320,1
Staddon,S335,1
Staggs,S320,1
Stainfield,S351,1
Stainthorp,S353,1
Stairs,S362,1
Stait,S330,1
Stalker,S342,1
Stallard,S346,1
Stallibrass,S341,1
Stanard,S356,1
Stanaway,S350,1
Stanbridge,S351,1
Stanbrook,S351,1
Stancliff,S352,1
Standell,S353,1
Standerwick,S353,1
Standeven,S353,1
Standill,S353,1
Standley,S353,1
Standring,S353,1
Stanesby,S352,1
Staning,S355,1
Stanner,S356,1
Stannett,S353,1
Stannier,S356,1
Stansbie,S352,1
Stanstead,S352,1
Stant,S353,1
Stantiford,S353,1
Stanway,S350,1
Stanyford,S351,1
Staple,S314,1
Staplyton,S314,1
Starbuck,S361,1
Stares,S362,1
Starey,S360,1
Starks,S362,1
Starley,S364,1
Starmer,S365,1
Starner,S365,1
Starsmore,S362,1
Start,S363,1
Stather,S336,1
Statter,S336,1
Staunton,S353,1
Staut,S330,1
Stawpert,S316,1
Stay,S300,1
Stayton,S335,1
Steadman,S335,1
Steadmans,S335,1
Steady,S330,1
Steares,S362,1
Stearment,S365,1
Stearne,S365,1
Steeds,S332,1
Steeles,S342,1
Steeple,S314,1
Steeples,S314,1
Steeton,S335,1
Steevenson,S315,1
Steff,S310,1
Steggall,S324,1
Steggalls,S324,1
Stegles,S324,1
Steib,S310,1
Stellard,S346,1
Stemp,S351,1
Stendell,S353,1
Stenlake,S354,1
Stent,S353,1
Stenten,S353,1
Stenton,S353,1
Stephen,S315,1
Stepleton,S314,1
Stepney,S315,1
Sterriker,S362,1
Steverson,S316,1
Stewert,S363,1
Stickley,S324,1
Stiff,S310,1
Stigwood,S323,1
Stile,S340,1
Stillman,S345,1
Stimpson,S351,1
Stinnard,S356,1
Stinton,S353,1
Stiphenson,S315,1
Stirman,S365,1
Stoakes,S322,1
Stobbard,S316,1
Stockbridge,S321,1
Stockden,S323,1
Stockdill,S323,1
Stocker,S326,1
Stockham,S325,1
Stockhill,S324,1
Stockley,S324,1
Stockman,S325,1
Stoddart,S336,1
Stodgel,S332,1
Stoiell,S340,1
Stoiles,S342,1
Stokell,S324,1
Stokoe,S320,1
Stoll,S340,1
Stonebank,S351,1
Stoneham,S355,1
Stoneleigh,S354,1
Stoneman,S355,1
Stonestreet,S352,1
Stoney,S350,1
Stonham,S355,1
Stonley,S354,1
Stonnill,S354,1
Stooke,S320,1
Stoops,S312,1
Stopher,S316,1
Stopp,S310,1
Stopps,S312,1
Stor,S360,1
Storer,S366,1
Stores,S362,1
Stormer,S365,1
Stormonth,S365,1
Storms,S365,1
Storron,S365,1
Storrow,S360,1
Stotea,S330,1
Stout,S330,1
Stowers,S362,1
Stoyles,S342,1
Stradwick,S363,1
Strand,S365,1
Straney,S365,1
Strang,S365,1
Stranger,S365,1
Strangward,S365,1
Stranks,S365,1
Strath,S363,1
Straw,S360,1
Strawford,S361,1
Streader,S363,1
Streat,S363,1
Streater,S363,1
Streatfield,S363,1
Stredder,S363,1
Streete,S363,1
Streeten,S363,1
Strelley,S364,1
Strevens,S361,1
Stride,S363,1
Strowden,S363,1
Strube,S361,1
Struckett,S362,1
Strudwick,S363,1
Struth,S363,1
Stubbersfield,S316,1
Stubbing,S315,1
Stubbings,S315,1
Stubbins,S315,1
Stubings,S315,1
Stubley,S314,1
Studham,S335,1
Studholme,S334,1
Studley,S334,1
Stupple,S314,1
Sturges,S362,1
Sturley,S364,1
Sturman,S365,1
Sturmson,S365,1
Sturrock,S362,1
Stutford,S331,1
Stutting,S335,1
Styan,S350,1
Stygle,S324,1
Styring,S365,1
Sucker,S260,1
Sudbury,S316,1
Sudderick,S362,1
Sudlow,S340,1
Sudren,S365,1
Sudworth,S363,1
Suffield,S143,1
Sugar,S260,1
Sugars,S262,1
Sugget,S230,1
Suggitt,S230,1
Sully,S400,1
Sumerling,S564,1
Summerbee,S561,1
Summerbell,S561,1
Summercett,S562,1
Summerhays,S562,1
Summersell,S562,1
Summerson,S562,1
Summes,S520,1
Sumpter,S513,1
Sumpton,S513,1
Sunnaway,S500,1
Surbats,S613,1
Surfleet,S614,1
Surgison,S622,1
Surndin,S653,1
Surner,S656,1
Surr,S600,1
Surry,S600,1
Sussex,S220,1
Sussums,S252,1
Sutch,S320,1
Sutherns,S365,1
Suthers,S362,1
Sutliffe,S341,1
Suton,S350,1
Sutter,S360,1
Suttle,S340,1
Swaddell,S340,1
Swaddle,S340,1
Swadkins,S325,1
Swadling,S345,1
Swaffin,S150,1
Swainbank,S515,1
Swainland,S545,1
Swainsland,S524,1
Swaller,S460,1
Swallwell,S440,1
Swalwell,S440,1
Swance,S520,1
Swancott,S523,1
Swarbick,S612,1
Swatkin,S325,1
Swatling,S345,1
Swatton,S350,1
Sweatenham,S355,1
Sweatman,S355,1
Sweeny,S500,1
Sweetingham,S352,1
Sweetland,S345,1
Sweetlove,S341,1
Sweetman,S355,1
Sweetmore,S356,1
Sweetser,S326,1
Sweney,S500,1
Swinbourne,S516,1
Swincoe,S520,1
Swinden,S535,1
Swindin,S535,1
Swindlehurst,S534,1
Swindley,S534,1
Swiney,S500,1
Swinfon,S515,1
Swinford,S516,1
Swinhoe,S500,1
Swinnerton,S563,1
Swinslead,S524,1
Swiny,S500,1
Swordy,S630,1
Swyer,S600,1
Syah,S000,1
Syar,S600,1
Syckes,S220,1
Sydal,S340,1
Sydaman,S355,1
Sydney,S350,1
Sydon,S350,1
Sygrove,S261,1
Symmins,S552,1
Symmonds,S553,1
Symmons,S552,1
Symn,S500,1
Sympson,S512,1
Syner,S560,1
Syred,S630,1
Tabb,T100,1
Tabberer,T166,1
Taberer,T166,1
Tabor,T160,1
Tabraham,T165,1
Tacey,T200,1
Tackley,T240,1
Tacy,T200,1
Tadman,T355,1
Taerrianes,T652,1
Tagard,T263,1
Tailly,T400,1
Taken,T250,1
Talboys,T412,1
Talby,T410,1
Talfourd,T416,1
Tallant,T453,1
Tallott,T430,1
Tambling,T514,1
Tamkin,T525,1
Tamons,T552,1
Tampin,T515,1
Tamplin,T514,1
Tamsett,T523,1
Tancred,T526,1
Tangye,T520,1
Tank,T520,1
Tansey,T520,1
Tanswell,T524,1
Tapley,T140,1
Tapp,T100,1
Tappenden,T153,1
Tapson,T125,1
Tarbart,T616,1
Tarbuck,T612,1
Tarcock,T622,1
Tarrey,T600,1
Tarry,T600,1
Tart,T630,1
Tatchell,T324,1
Tatham,T350,1
Tatler,T346,1
Tatnall,T354,1
Tatt,T300,1
Tattershall,T362,1
Taunton,T535,1
Tavenner,T156,1
Tavinor,T156,1
Tawn,T500,1
Tawton,T350,1
Tayor,T600,1
Taysom,T250,1
Teakle,T240,1
Teat,T300,1
Tebb,T100,1
Tebbit,T130,1
Tebbitt,T130,1
Tebbutt,T130,1
Tedstall,T323,1
Tee,T000,1
Teece,T200,1
Teed,T300,1
Teenney,T500,1
Teko,T200,1
Telling,T452,1
Telly,T400,1
Temlett,T543,1
Temperton,T516,1
Teniswood,T523,1
Tenney,T500,1
Tennison,T525,1
Terence,T652,1
Terow,T600,1
Terrington,T652,1
Terson,T625,1
Tesley,T240,1
Tesseyman,T255,1
Tesson,T250,1
Testil,T234,1
Tetchner,T325,1
Tether,T360,1
Tetshill,T324,1
Tewlass,T420,1
Tewson,T250,1
Thackeray,T260,1
Thackrah,T260,1
Thackwray,T260,1
Thain,T500,1
Tharp,T610,1
Thawley,T400,1
Theakstone,T235,1
Thees,T200,1
Thelwell,T440,1
Theobalds,T143,1
Theobold,T143,1
Theodore,T360,1
Theophilus,T142,1
Thew,T000,1
Thewlas,T420,1
Thewles,T420,1
Thickett,T230,1
Thickitt,T230,1
Thift,T130,1
Thirkittle,T623,1
Thirlaway,T640,1
Thirlow,T640,1
Thirsk,T620,1
Thirst,T623,1
Thistlethwait,T234,1
Thistleton,T234,1
Thom,T500,1
Thomasin,T525,1
Thomis,T520,1
Thompsett,T512,1
Thornas,T652,1
Thornback,T651,1
Thornburn,T651,1
Thorndike,T653,1
Thorneley,T654,1
Thorneloo,T654,1
Thorner,T656,1
Thornes,T652,1
Thornham,T655,1
Thorougood,T623,1
Thory,T600,1
Thould,T430,1
Threadgold,T632,1
Threadkell,T632,1
Threadkill,T632,1
Threapleton,T614,1
Thredder,T636,1
Threlfall,T641,1
Thresh,T620,1
Thresher,T626,1
Thrift,T613,1
Thrope,T610,1
Thrupp,T610,1
Thrush,T620,1
Thrustle,T623,1
Thulborn,T416,1
Thurkattlee,T623,1
Thurlwell,T644,1
Thurmer,T656,1
Thurms,T652,1
Thursby,T621,1
Thursfield,T621,1
Thurstan,T623,1
Thurtell,T634,1
Thwaite,T300,1
Thwaits,T320,1
Thyer,T600,1
Tibbel,T140,1
Tibbey,T100,1
Tibbitts,T132,1
Tibbo,T100,1
Tibs,T120,1
Tice,T200,1
Tichener,T256,1
Tickton,T235,1
Tideswell,T324,1
Tiernan,T655,1
Tiffney,T150,1
Tigan,T250,1
Tigh,T200,1
Tilbury,T416,1
Tilcock,T422,1
Tiley,T400,1
Tillar,T460,1
Tiller,T460,1
Tillford,T416,1
Tilling,T452,1
Tillings,T452,1
Tilson,T425,1
Tily,T400,1
Timberlake,T516,1
Time--ll,T540,1
Timins,T552,1
Timlin,T545,1
Timmerman,T565,1
Timmings,T552,1
Timothy,T530,1
Timperley,T516,1
Tincknell,T525,1
Tindle,T534,1
Tindley,T534,1
Tiney,T500,1
Tingley,T524,1
Tink,T520,1
Tinkin,T525,1
Tinney,T500,1
Tipler,T146,1
Tippard,T163,1
Tippin,T150,1
Tipple,T140,1
Tirpin,T615,1
Tisdall,T234,1
Tish,T200,1
Titchmarsh,T325,1
Titilat?,T343,1
Titmass,T352,1
Titmous,T352,1
Titmouse,T352,1
Titmuss,T352,1
Tittensor,T352,1
Tivenen,T155,1
Tivey,T100,1
Tivnan,T155,1
Tobias,T120,1
Tocock,T220,1
Tofts,T132,1
Tolar,T460,1
Tolfree,T416,1
Tolin,T450,1
Tollan,T450,1
Tollaway,T400,1
Tollerfield,T461,1
Tolputt,T413,1
Tomblin,T514,1
Tombling,T514,1
Tombs,T512,1
Tomkin,T525,1
Tomkis,T522,1
Tomkison,T522,1
Tomlins,T545,1
Tompsett,T512,1
Tompson,T512,1
Tomsett,T523,1
Tondup,T531,1
Tongue,T520,1
Tonking,T525,1
Tonky,T520,1
Toogood,T230,1
Took,T200,1
Tooke,T200,1
Tooley,T400,1
Toomis,T520,1
Toon,T500,1
Tope,T100,1
Toplin,T145,1
Topliss,T142,1
Topney,T150,1
Topper,T160,1
Tordoff,T631,1
Torey,T600,1
Torgoose,T622,1
Torrington,T652,1
Tortais,T632,1
Tortoishell,T632,1
Torton,T635,1
Tortus,T632,1
Tory,T600,1
Tose,T200,1
Tosland,T245,1
Tossell,T240,1
Tosswill,T240,1
Tothill,T340,1
Totman,T355,1
Tottel,T340,1
Totterdell,T363,1
Tottey,T300,1
Toung,T520,1
Tout,T300,1
Touzel,T240,1
Tow,T000,1
Towars,T620,1
Towl,T400,1
Towle,T400,1
Towlerton,T463,1
Townly,T540,1
Toyne,T500,1
Tozer,T260,1
Transfield,T652,1
Trappitt,T613,1
Trasle,T624,1
Trater,T636,1
Trathan,T635,1
Tratt,T630,1
Traunter,T653,1
Travell,T614,1
Travers,T616,1
Traves,T612,1
Traviss,T612,1
Travy,T610,1
Trayburn?,T616,1
Treacy,T620,1
Treadaway,T630,1
Treadgold,T632,1
Trebble,T614,1
Treble,T614,1
Treby,T610,1
Tredray,T636,1
Tredwell,T634,1
Tredwen,T635,1
Tree,T600,1
Tregellas,T624,1
Tregidgo,T623,1
Treglown,T624,1
Tregoning,T625,1
Treguning,T625,1
Trehane,T650,1
Treharne,T665,1
Treice,T620,1
Treleaven,T641,1
Trelfa,T641,1
Tremayne,T655,1
Trenaman,T655,1
Trench,T652,1
Trenchard,T652,1
Trendall,T653,1
Trenear,T656,1
Trenfield,T651,1
Trengove,T652,1
Trenneere,T656,1
Trerethick,T663,1
Trerice,T662,1
Tresidder,T623,1
Trestrain,T623,1
Trethowan,T635,1
Trevellyn,T614,1
Trevelyan,T614,1
Trever,T616,1
Treviddick,T613,1
Trevis,T612,1
Trew,T600,1
Trewartha,T663,1
Trewavas,T612,1
Trewhela,T640,1
Trewren,T665,1
Tribute,T613,1
Tricket,T623,1
Trickey,T620,1
Trigger,T626,1
Trilloe,T640,1
Trimbal,T651,1
Trimble,T651,1
Trimling,T654,1
Tringham,T652,1
Tripconey,T612,1
Trippick,T612,1
Tristram,T623,1
Trobridge,T616,1
Trodd,T630,1
Troke,T620,1
Trolip,T641,1
Trollip,T641,1
Trollope,T641,1
Troth,T630,1
Trout,T630,1
Trouve,T610,1
Trowell,T640,1
Trowsdale,T623,1
Trowton,T635,1
Trubody,T613,1
Truby,T610,1
Trudgen,T632,1
Trudgian,T632,1
Truran,T665,1
Trusker,T626,1
Truss,T620,1
Trussler,T624,1
Trusslove,T624,1
Trusson,T625,1
Truswell,T624,1
Tryner,T656,1
Tubb,T100,1
Tubbs,T120,1
Tubman,T155,1
Tuckfield,T214,1
Tuckman,T255,1
Tucknott,T253,1
Tuckwood,T230,1
Tudball,T314,1
Tuddenham,T355,1
Tuffen,T150,1
Tuffery,T160,1
Tuft,T130,1
Tugwell,T240,1
Tuhill,T400,1
Tulloch,T420,1
Tummon,T550,1
Tungatt,T523,1
Tunley,T540,1
Tunmer,T560,1
Tunmore,T560,1
Tunnadine,T535,1
Tunnecliff,T524,1
Tunnell,T540,1
Tunningley,T552,1
Tunninley,T554,1
Tunstell,T523,1
Tunstill,T523,1
Tupling,T145,1
Tuppen,T150,1
Turgoose,T622,1
Turk,T620,1
Turland,T645,1
Turngatt,T652,1
Turnock,T652,1
Tute,T300,1
Tuton,T350,1
Tutt,T300,1
Tutthill,T340,1
Tuttiette,T330,1
Tuttlebee,T341,1
Tutty,T300,1
Tuxford,T216,1
Tuxworth,T263,1
Twaites,T320,1
Twamley,T540,1
Tweddle,T340,1
Tweed,T300,1
Tweedale,T340,1
Tweedle,T340,1
Tweentyman,T535,1
Twiddy,T300,1
Twigge,T200,1
Twiggs,T200,1
Twilley,T400,1
Twine,T500,1
Twiner,T560,1
Twining,T552,1
Twinn,T500,1
Twisleton,T243,1
Twissell,T240,1
Twitchen,T325,1
Twitchim,T325,1
Twitchin,T325,1
Twizel,T240,1
Twizell,T240,1
Twort,T630,1
Twyford,T163,1
Twyning,T552,1
Twysden,T235,1
Tyacke,T200,1
Tyas,T200,1
Tydeman,T355,1
Tyhurst,T623,1
Tyldesley,T432,1
Tyldsley,T432,1
Tylee,T400,1
Tylor,T460,1
Tyman,T550,1
Tymm,T500,1
Tymms,T520,1
Tymon,T550,1
Tynemouth,T553,1
Tyse,T200,1
Udell,U340,1
Udy,U300,1
Ulph,U410,1
Ulyatt,U430,1
Umbers,U516,1
Umpley,U514,1
Underdown,U536,1
Underlin,U536,1
Unicombe,U525,1
Upcraft,U126,1
Upcroft,U126,1
Upfill,U140,1
Upham,U150,1
Uphill,U140,1
Uppington,U152,1
Upsdale,U123,1
Upson,U125,1
Upston,U123,1
Urch,U620,1
Urie,U600,1
Urmson,U652,1
Urquhart,U626,1
Urry,U600,1
Ushaw,U200,1
Usherwood,U263,1
Usill,U240,1
Utton,U350,1
Vacher,V260,1
Vague,V200,1
Vagy,V200,1
Valendine,V453,1
Valens,V452,1
Valiant,V453,1
Vallentin,V453,1
Vallett,V430,1
Vamplew,V514,1
Van,V500,1
Vanderkisle,V536,1
Vandermeulen,V536,1
Vanderplank,V536,1
VanGruisen,V526,1
Vanner,V560,1
Vanston,V523,1
Vanwyck,V520,1
Varah,V600,1
Varcoe,V620,1
Vardy,V630,1
Vare,V600,1
Varlow,V640,1
Varndell,V653,1
Varnham,V655,1
Varrall,V640,1
Vascoe,V200,1
Vase,V200,1
Vasey,V200,1
Vassar,V260,1
Vaughans,V252,1
Vaughton,V235,1
Vavasour,V126,1
Vayle,V400,1
Veals,V420,1
Vear,V600,1
Vearey,V600,1
Veasey,V200,1
Veisey,V200,1
Vellacott,V423,1
Vellenoweth,V453,1
Venable,V514,1
Venney,V500,1
Venning,V552,1
Venstan,V523,1
Ventham,V535,1
Venus,V520,1
Verdeille,V634,1
Vere,V600,1
Verge,V620,1
Vernam,V655,1
Vernnon,V655,1
Vernom,V655,1
Vero,V600,1
Verrall,V640,1
Verrey,V600,1
Verrier,V660,1
Verrill,V640,1
Vertigans,V632,1
Vertue,V630,1
Veryan,V650,1
Veysey,V200,1
Viall,V400,1
Vials,V420,1
Vicat,V230,1
Vice,V200,1
Vick,V200,1
Victor,V236,1
Viets,V320,1
Vieusseux,V220,1
Vigne,V250,1
Villiers,V462,1
Vinden,V535,1
Vinicombe,V525,1
Vinor,V560,1
Vinson,V525,1
Vint,V530,1
Vinycomb,V525,1
Vipond,V153,1
Vippond,V153,1
Virgo,V620,1
Virtue,V630,1
Visick,V220,1
Vitler,V346,1
Vivash,V120,1
Voakes,V220,1
Voell,V400,1
Vogan,V250,1
Voice,V200,1
Voile,V400,1
Voller,V460,1
Von Weitzel,V532,1
Vose,V200,1
Vosper,V216,1
Vuller,V460,1
Vye,V000,1
Wace,W200,1
Wadcock,W322,1
Waddell,W340,1
Waddicar,W326,1
Waddingham,W352,1
Waddoups,W312,1
Waddy,W300,1
Wademan,W355,1
Wadey,W300,1
Wadforth,W316,1
Wadge,W320,1
Wadington,W352,1
Wadling,W345,1
Wagget,W230,1
Waghom,W250,1
Waight,W230,1
Wailes,W420,1
Wainhouse,W520,1
Wainman,W550,1
Waistcoat,W232,1
Waistcott,W232,1
Waites,W320,1
Waitt,W300,1
Wakely,W240,1
Wakeman,W255,1
Waker,W260,1
Wakerley,W264,1
Walbrook,W416,1
Walcott,W423,1
Walding,W435,1
Waldrom,W436,1
Waldwyn,W435,1
Waley,W400,1
Waling,W452,1
Walkear,W426,1
Walkerdine,W426,1
Walkins,W425,1
Wallage,W420,1
Wallbridge,W416,1
Wallden,W435,1
Wallers,W462,1
Wallgate,W423,1
Wallinger,W452,1
Walliss,W420,1
Wallton,W435,1
Walmisley,W452,1
Walmsby,W452,1
Walsgrove,W426,1
Walsingham,W425,1
Waltham,W435,1
Walthew,W430,1
Wand,W530,1
Wandlass,W534,1
Wanford,W516,1
Wanklen,W524,1
Wanless,W542,1
Wanmer,W560,1
Wannop,W510,1
Wapplington,W145,1
Wapshatt,W123,1
Warbrick,W616,1
Warbutton,W613,1
Warby,W610,1
Warchis,W622,1
Wardroper,W636,1
Wardropper,W636,1
Wareand,W653,1
Waren,W650,1
Warhurst,W662,1
Warmoll,W654,1
Warnett,W653,1
Warrell,W640,1
Warrillow,W640,1
Warris,W620,1
Warton,W635,1
Warvell,W614,1
Warwicker,W626,1
Washer,W260,1
Wassall,W240,1
Wassell,W240,1
Wastell,W234,1
Watchorn,W326,1
Wate,W300,1
Waterall,W364,1
Waterfield,W361,1
Waterston,W362,1
Waterton,W363,1
Wath,W300,1
Watham,W350,1
Watmere,W356,1
Watters,W362,1
Watterson,W362,1
Watthew,W300,1
Waudby,W310,1
Wavell,W140,1
Waycott,W230,1
Waygood,W230,1
Wayland,W453,1
Waylett,W430,1
Wayling,W452,1
Wayne,W500,1
Wayt,W300,1
Weadson,W325,1
Weager,W260,1
Weagey,W200,1
Weakham,W250,1
Weakner,W256,1
Weallins,W452,1
Weardon,W635,1
Weare,W600,1
Wearing,W652,1
Wearmouth,W653,1
Wearne,W650,1
Weatherdon,W363,1
Weatherell,W364,1
Weatherly,W364,1
Weathers,W362,1
Weavers,W162,1
Weavil,W140,1
Weavill,W140,1
Weaving,W152,1
Webley,W140,1
Wedd,W300,1
Weddell,W340,1
Wedgberow,W321,1
Wedgberrow,W321,1
Wedlock,W342,1
Weed,W300,1
Weel,W400,1
Weetman,W355,1
Weighell,W240,1
Weightman,W235,1
Weiss,W200,1
Welband,W415,1
Welberry,W416,1
Welborn,W416,1
Welburn,W416,1
Welby,W410,1
Welcome,W425,1
Weld,W430,1
Weldele,W434,1
Weldon,W435,1
Welfare,W416,1
Welford,W416,1
Wellard,W463,1
Welling,W452,1
Wellon,W450,1
Wellsted,W423,1
Wellstood,W423,1
Welshman,W425,1
Wem,W500,1
Wemberque,W516,1
Wendon,W535,1
Wenman,W550,1
Wennell,W540,1
Werrett,W630,1
Wescomb,W251,1
Wesleak,W242,1
Wessendorf,W253,1
Wesson,W250,1
Westaby,W231,1
Westaway,W230,1
Westerdale,W236,1
Westfold,W231,1
Westgarth,W232,1
Westgartt,W232,1
Westhead,W233,1
Westhorp,W236,1
Westmacott,W235,1
Westnutt,W235,1
Westray,W236,1
Westrop,W236,1
Westwell,W234,1
Wetlauffer,W341,1
Weyman,W550,1
Weymouth,W530,1
Whales,W420,1
Whall,W400,1
Whalmsley,W452,1
Whanam,W550,1
Wharan,W650,1
Wharin,W650,1
Whates,W320,1
Whatford,W316,1
Whatmore,W356,1
Wheadon,W350,1
